Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Seed Round - Built for Teams,https://www.crunchbase.com/funding_round/built-for-teams-seed--3cee6ac2,Seed,,,,2023-05-23,2,1,"Built for Teams they make beautiful, powerful HR products for small- to mid-sized businesses.","Human Resources, Software","Salt Lake City, Utah, United States, North America",Less than $1M,https://www.builtforteams.com,Built for Teams,https://www.crunchbase.com/organization/built-for-teams
Pre Seed Round - Celcy,https://www.crunchbase.com/funding_round/celcy-pre-seed--bbf2a16d,Pre-Seed,,,,2023-06-09,1,2,"Celcy goal is to develop the most intelligent kitchen device currently available, one that will alter the way you eat today.",Food and Beverage,"Baltimore, Maryland, United States, North America",,https://celcy.com,Celcy,https://www.crunchbase.com/organization/celcy
Seed Round - Gentle Farmers,https://www.crunchbase.com/funding_round/gentle-farmers-seed--831f2068,Seed,,,,2023-06-01,1,1,Gentle Farmers is a domestic garlic specialised company that has finished its own facilities that specialise in customised delivery by size.,"Agriculture, Farming","Gyeongsan, Kyongsang-bukto, South Korea, Asia",,https://genfar.modoo.at,Gentle Farmers,https://www.crunchbase.com/organization/gentle-farmers
Pre Seed Round - Artificient Mobility Intelligence,https://www.crunchbase.com/funding_round/artificient-mobility-intelligence-pre-seed--341e013d,Pre-Seed,500000,USD,500000,2023-06-09,2,3,"Europe’s 1st Smart Driving App Powered by AI Computer Vision towards Safer, Greener and Smarter Mobility","Artificial Intelligence, Auto Insurance, Car Sharing, Computer Vision, InsurTech, Logistics, Machine Learning, Mobile Apps","Aachen, Nordrhein-Westfalen, Germany, Europe",,http://www.artificient.de,Artificient Mobility Intelligence,https://www.crunchbase.com/organization/artificient-mobility-intelligence
Pre Seed Round - Shop Zetu,https://www.crunchbase.com/funding_round/shop-zetu-pre-seed--ae21c660,Pre-Seed,1000000,USD,1000000,2023-06-01,3,1,ShopZetu is a fashion technology company that powers online fashion retail in Africa,"E-Commerce, Fashion, Information Services","Nairobi, Nairobi Area, Kenya, Africa",$1M to $10M,https://shopzetu.com/,Shop Zetu,https://www.crunchbase.com/organization/shop-zetu
Seed Round - Laxis,https://www.crunchbase.com/funding_round/laxis-seed--e0b5962e,Seed,,,,2023-06-06,2,3,Laxis is the AI meeting assistants for revenue teams.,"Artificial Intelligence, Software","San Francisco, California, United States, North America",,https://www.laxis.com/,Laxis,https://www.crunchbase.com/organization/laxis
Seed Round - Easy Elimu,https://www.crunchbase.com/funding_round/easy-elimu-seed--a7d6a98d,Seed,,,,2023-06-02,1,1,Easy Elimu is Kenya's most comprehensive online revision resource.,"E-Learning, Education",,,https://www.easyelimu.com,Easy Elimu,https://www.crunchbase.com/organization/easy-elimu
Seed Round - Cleverbean,https://www.crunchbase.com/funding_round/cleverbean-seed--b34f7e00,Seed,200000,USD,200000,2023-06-01,1,1,"Cleverbean is a literacy lessons platform for teachers, parents, and students.","E-Learning, Education, Small and Medium Businesses","Bondi, New South Wales, Australia, Oceania",,https://www.cleverbean.co,Cleverbean,https://www.crunchbase.com/organization/cleverbean
Pre Seed Round - Dataseed,https://www.crunchbase.com/funding_round/dataseed-inc-pre-seed--b9dd9c8b,Pre-Seed,60000000,JPY,428494,2023-05-25,2,2,Dataseed is a technology company that offers eco-friendly solutions.,"Consulting, Data Visualization, Information Technology, Software, Sustainability","Tokyo, Tokyo, Japan, Asia",,https://dataseed.jp,Dataseed,https://www.crunchbase.com/organization/dataseed-inc
Pre Seed Round - Sloyd,https://www.crunchbase.com/funding_round/sloyd-pre-seed--50f6351f,Pre-Seed,,,,2023-06-15,2,3,Sloyd specializes in AI-powered 3D modeling software that employs UV-unwrapping technology to help digital creators.,"3D Technology, Machine Learning, Video Games","Oslo, Oslo, Norway, Europe",,https://sloyd.ai,Sloyd,https://www.crunchbase.com/organization/sloyd
Pre Seed Round - TaskDot,https://www.crunchbase.com/funding_round/taskdot-pre-seed--abd38102,Pre-Seed,100000,USD,100000,2023-05-23,2,1,GIG Platform,"Information Technology, Internet","Berhampur, Orissa, India, Asia",,http://www.taskdot.in,TaskDot,https://www.crunchbase.com/organization/taskdot
Seed Round - U.mode,https://www.crunchbase.com/funding_round/u-mode-seed--0747e72d,Seed,2700000,BRL,543708,2023-05-18,2,1,U.mode is one of the fashion companies in the process of digital transformation.,"Email, Fashion, Information Technology, Lifestyle, Retail Technology","São Paulo, Sao Paulo, Brazil, South America",$1M to $10M,https://umode.com.br,U.mode,https://www.crunchbase.com/organization/u-mode
Seed Round - Juiced,https://www.crunchbase.com/funding_round/juiced-12ab-seed--91ca358a,Seed,100000,USD,100000,2023-05-25,2,1,"An app that helps sellers source, list, and manage inventory.","Customer Service, E-Commerce, Information Technology, Mobile Apps, Sales, Software","Lewes, Delaware, United States, North America",,https://www.juiced.io,Juiced,https://www.crunchbase.com/organization/juiced-12ab
Pre Seed Round - Keeper,https://www.crunchbase.com/funding_round/keeper-d717-pre-seed--e7b62e43,Pre-Seed,825000,USD,825000,2023-05-20,3,1,Keeper combines AI and relationship science with human care.,"Dating, Software","Miami, Florida, United States, North America",,https://keeper.ai,Keeper,https://www.crunchbase.com/organization/keeper-d717
Seed Round - Health Haven Rx,https://www.crunchbase.com/funding_round/health-havenrx-seed--dace6c15,Seed,250000,USD,250000,2023-06-14,2,6,A pharmacy infrastructure built for value based care,"Health Care, Pharmaceutical","Boston, Massachusetts, United States, North America",$1M to $10M,http://www.healthhavenrx.com,Health Haven Rx,https://www.crunchbase.com/organization/health-havenrx
Pre Seed Round - Safe,https://www.crunchbase.com/funding_round/safe-0f52-pre-seed--915291ce,Pre-Seed,50000,USD,50000,2023-05-29,1,1,An Escrow App for eCommerce Transactions,"FinTech, Payments",,,https://joinsafe.app/,Safe,https://www.crunchbase.com/organization/safe-0f52
Seed Round - Paket Mutfak,https://www.crunchbase.com/funding_round/paket-mutfak-seed--1989555b,Seed,1500000,USD,1500000,2023-06-14,1,5,End-to-end food delivery,Food Delivery,"Umraniye, Istanbul, Turkey, Europe",,https://www.paketmutfak.com.tr/,Paket Mutfak,https://www.crunchbase.com/organization/paket-mutfak
Seed Round - MCM CLEARING PTY LTD,https://www.crunchbase.com/funding_round/mcm-clearing-pty-ltd-seed--1a141712,Seed,1000,USD,1000,2023-06-15,1,1,ROAD/AIR/SEA FREIGHT FORWARDERS & CLEARING AGENT IN KOMATIPOORT MPUMALANGA SOUTH AFRICA,Freight Service,,,https://www.mcmclearingpty.com,MCM CLEARING PTY LTD,https://www.crunchbase.com/organization/mcm-clearing-pty-ltd
Pre Seed Round - revitalyze,https://www.crunchbase.com/funding_round/revitalyze-pre-seed--ef77bd16,Pre-Seed,45000,EUR,48390,2023-06-10,1,2,revitalyze is a one-stop shop for the reuse of circular building elements,"Building Material, Green Building, Logistics, Recycling, Social Impact","Innsbruck, Tirol, Austria, Europe",,https://www.revitalyze.io/,revitalyze,https://www.crunchbase.com/organization/revitalyze
Seed Round - KnowHow,https://www.crunchbase.com/funding_round/knowhow-seed--036ac125,Seed,100000,USD,100000,2023-05-31,,4,"KnowHow is a software tool that helps blue-collar companies save time and money, avoid errors, and increase profitability.","Enterprise Software, Information Technology, Internet, Productivity Tools","Calgary, Alberta, Canada, North America",,http://tryknowhow.com,KnowHow,https://www.crunchbase.com/organization/knowhow
Pre Seed Round - CyberFilm AI,https://www.crunchbase.com/funding_round/cyberfilm-ai-pre-seed--2ac1cab4,Pre-Seed,125000,USD,125000,2023-05-23,1,1,"We make tools for the next generation of creatives, powered by AI and Big Data from Hollywood!","Artificial Intelligence, Film, Film Production, Machine Learning, TV Production, Video","San Francisco, California, United States, North America",,http://www.cyberfilm.ai,CyberFilm AI,https://www.crunchbase.com/organization/cyberfilm-ai
Pre Seed Round - Snap,https://www.crunchbase.com/funding_round/snap-6876-pre-seed--b3d30f56,Pre-Seed,212061,EUR,227569,2023-05-26,1,1,Beauty & wellness marketplace mobile App based in Cyprus.,"Information Technology, Personal Health, Wellness","Nicosia, Nicosia, Cyprus, Europe",,https://www.bookwithsnap.com/,Snap,https://www.crunchbase.com/organization/snap-6876
Pre Seed Round - PracticeAxis,https://www.crunchbase.com/funding_round/practiceaxis-pre-seed--921dbeb8,Pre-Seed,,,,2023-06-01,1,1,Operator of a mental healthcare company intended to help people find a therapist.,,,,,PracticeAxis,https://www.crunchbase.com/organization/practiceaxis
Seed Round - Calculus Carbon,https://www.crunchbase.com/funding_round/calculus-carbon-seed--3d30e552,Seed,1100000,USD,1100000,2023-06-15,1,1,"Climate Finance, Environmental Commodities, SaaS",,,,https://www.calculuscarbon.com/,Calculus Carbon,https://www.crunchbase.com/organization/calculus-carbon
Pre Seed Round - Inked Sports,https://www.crunchbase.com/funding_round/inked-sports-pre-seed--665d0dc5,Pre-Seed,,,,2023-06-01,1,2,Inked Sports is an influencer marketing management service streamlining micro-influencer deals at scale between brands and college athletes.,Social Media Marketing,"Los Angeles, California, United States, North America",,https://www.inkedsports.co,Inked Sports,https://www.crunchbase.com/organization/inked-sports
Pre Seed Round - Gotchoo Inc.,https://www.crunchbase.com/funding_round/gotchoo-inc-pre-seed--d14a1fcd,Pre-Seed,,,,2023-06-01,1,1,Operator of an online gifting portal intended to help giftee a selection of gift options based on their hobbies and interests.,,,,,Gotchoo Inc.,https://www.crunchbase.com/organization/gotchoo-inc
Seed Round - ConnectedFresh,https://www.crunchbase.com/funding_round/connectedfresh-seed--3e8792fe,Seed,100000,USD,100000,2023-06-07,,1,ConnectedFresh provides food safety temperature monitoring using IoT.,"Food and Beverage, Internet of Things, Sensor","New York, New York, United States, North America",,https://connectedfresh.com/,ConnectedFresh,https://www.crunchbase.com/organization/connectedfresh
Pre Seed Round - Colis.ma,https://www.crunchbase.com/funding_round/colis-ma-pre-seed--013993d2,Pre-Seed,50000,USD,50000,2023-06-09,1,1,"Colis.ma is the best way to find, compare and choose the best international transport company that suits your needs!","Information Technology, Logistics, Software","Oujda, Oriental, Morocco, Africa",,https://www.colis.ma,Colis.ma,https://www.crunchbase.com/organization/colis-ma
Seed Round - Vascular Perfusion Solutions,https://www.crunchbase.com/funding_round/vascular-perfusion-solutions-seed--a1102a20,Seed,500000,USD,500000,2023-06-08,,6,Vascular Perfusion Solutions develops medical devices designed to preserve and resuscitate vascularized organs.,"Biotechnology, Medical, Medical Device","San Antonio, Texas, United States, North America",Less than $1M,http://vascularperfusion.solutions/,Vascular Perfusion Solutions,https://www.crunchbase.com/organization/vascular-perfusion-solutions
Pre Seed Round - Pattern Project,https://www.crunchbase.com/funding_round/pattern-project-pre-seed--dc5c3968,Pre-Seed,,,,2023-06-01,1,2,"Pattern Project designs, manufacture, sells customized clothing, apparels and fashion products.","Fashion, Manufacturing, Retail, Textiles","West Dulwich, Greenwich, United Kingdom, Europe",,https://www.pattern-project.com/,Pattern Project,https://www.crunchbase.com/organization/pattern-project
Seed Round - Knock Technology,https://www.crunchbase.com/funding_round/knock-technology-seed--d66fd062,Seed,50000,GBP,62022,2023-06-05,1,2,"Knock creates SaaS products, starting with a naturally intuitive, distraction-free, peer-to-peer video chat app.","Information Technology, Software, Telecommunications, Video Chat, Video Streaming","London, England, United Kingdom, Europe",,https://knock-me.uk,Knock Technology,https://www.crunchbase.com/organization/knock-technology
Pre Seed Round - MuduPay,https://www.crunchbase.com/funding_round/mudupay-pre-seed--83dfaf81,Pre-Seed,50000,USD,50000,2023-06-09,1,1,MuduPay makes local and online payments from their mobile money accounts.,"Financial Services, Information Technology, Mobile Payments, Payments","Fulton, Maryland, United States, North America",Less than $1M,https://mudupay.com,MuduPay,https://www.crunchbase.com/organization/mudupay
Pre Seed Round - ePoultry,https://www.crunchbase.com/funding_round/epoultry-pre-seed--3272418f,Pre-Seed,50000,USD,50000,2023-06-09,1,6,ePoultry is a marketplace that connects farmers to input finance,"Agriculture, AgTech, Financial Services, Logistics, Marketplace, Software","Austin, Texas, United States, North America",,https://www.epoultry.africa,ePoultry,https://www.crunchbase.com/organization/epoultry
Pre Seed Round - VGANG,https://www.crunchbase.com/funding_round/vgang-pre-seed--83c11723,Pre-Seed,,,,2023-06-01,1,2,VGANG is a dropshipping app with aim to increase access to planet-ferindly products through social commerce.,"Information Technology, Supply Chain Management","Delaware, Ohio, United States, North America",,https://vgang.io,VGANG,https://www.crunchbase.com/organization/vgang
Pre Seed Round - Retake,https://www.crunchbase.com/funding_round/retake-pre-seed--03b8464e,Pre-Seed,,,,2023-06-09,1,1,In stealth,"Enterprise Software, Information Technology","New York, New York, United States, North America",,https://retake.earth,Retake,https://www.crunchbase.com/organization/retake
Pre Seed Round - Afrigility,https://www.crunchbase.com/funding_round/afrigility-pre-seed--75c9f773,Pre-Seed,50000,USD,50000,2023-06-09,1,1,On-demand warehousing and logistics marketplace in Africa,"E-Commerce, Marketplace, Software, Warehousing","Nairobi, Nairobi Area, Kenya, Africa",,https://www.afrigility.com/,Afrigility,https://www.crunchbase.com/organization/afrigility
